ID,Nume,Nr_Camere,Metri_Patrati,Pret,Localizare
53U00I46EV7, Apartament 2 camere Berceni Grand Arena ,2 camere,55 mp utili,55.500 EUR,"Bucuresti, Sector 4, zona Berceni "
A0500I10CDC, Apartament 2 camere - bloc nou - zona Militari - 5% discount ,2 camere,59.93 mp utili,51.000 EUR,"Bucuresti, zona Militari "
8J51000009L, APARTAMENT SPATIOS HERASTRAU!LOC PARCARE INCLUS! ,4 camere,156 mp utili,359.900 EUR,"Bucuresti, zona Herastrau "
9LG00I72G68," Oferta apartament 2 camere prima casa, metrou 1Dcembrie1918 ",2 camere,49.85 mp utili,52.343 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8IM00HOJA51," Neofort 57 - Apartament Deosebit Terasa Orientare S-E, S-V ",3 camere,148.35 mp utili,200.541 EUR + TVA,"Bucuresti, Sector 2, zona Nerva Traian (Unirii) "
55I00I6DOCG, NEOFORT 60 -GARSONIERA SPATIOASA- BUCATARIE INCHISA - IMOBIL PREMIUM  ,o cameră,38.91 mp utili,62.840 EUR + TVA,"Bucuresti, Sector 3, zona Nerva Traian (Unirii) "
7QV100000D8, Vanzare Apartament 3 Camere Herastrau ,3 camere,109 mp utili,268.000 EUR,"Bucuresti, zona Herastrau "
80100I60F1V," Garsoniera 34mp utili , Ozana - Titan - Pallady - 1 Decembrie 1918 ",o cameră,34 mp utili,32.250 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
92O00I10SVK," Dr Taberei, 3 camere, garaj inclus, decomandat, zona verde ",3 camere,73 mp utili,70.500 EUR + TVA,"Bucuresti, Sector 6, zona Drumul Taberei "
92O00I6TGUB," Apartament 3 camere Nicolae Grigorescu, Etaj intermediar ",3 camere,64 mp utili,69.499 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
76B00I12U22," Garsoniere, bloc nou, complex rezidential de lux, Oltenitei - Piata Sudului ",o cameră,33 mp utili,33.600 EUR + TVA,"Bucuresti, Sector 4, zona Berceni "
55I00HB8C51, NEOFORT 59 - METROU MIHAI BRAVU 400m - PARCUL TINERETULUI 600m - GARSONIERA ,o cameră,39.1 mp utili,37.238 EUR + TVA,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului) "
8J5100000AP, APARTAMENT 3 CAMERE VEDERE DE EXCEPTIE! LOC PARCARE SI BOXA! ,3 camere,104 mp utili,220.000 EUR,"Bucuresti, zona Barbu Vacarescu (Floreasca) "
5P700HP58QG," City Villas - Vile insiruite Theodor Pallady, curte 35 mp, 2 locuri de parcare ",4 camere,103 mp utili,90.000 EUR + TVA,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
80T00I56Q13, Apartament 3 camere / 2 bai - Bld. Metalurgiei - Monaco Towers ,3 camere,80.36 mp utili,75.000 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00HJST98, Apartament Bloc Nou Metalurgiei ,2 camere,58 mp utili,48.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
80T00I05O5P, 2 camere 45mp utili- 10min de metrou Apratorii Patriei ,2 camere,45 mp utili,39.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
53U00G0IDDM, Apartament 2 camere- Bdul Metalurgiei - Carrefour Grand Arena ,2 camere,54 mp utili,51.500 EUR,"Bucuresti, Sector 4, zona Berceni "
55I00HEBUCG, NEOFORT 76 APARTAMENTE NOI BLOC FINALIZAT LA CHEIE METROU BD.TIMISOARA ,2 camere,70.36 mp utili,60.510 EUR + TVA,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
55I00GV1QP0, Neofort Rezidential 49 Gorjului metrou 3 cam balcon parcare decomandat Mai 2018 ,3 camere,88 mp utili,83.475 EUR + TVA,"Bucuresti, Sector 6, zona Militari "
4JJ10003PTN, BLOC NOU FINALIZAT CU VEDERE SUPERBA LA LAC PARCARE INCLUSA ,3 camere,62.43 mp utili,79.500 EUR + TVA,"Bucuresti, Sector 2, zona Pantelimon "
55I00HOJ1J4, Neofort 57 - Apartament 4 Camere Bloc Nou Arhitectura Deosebita ,4 camere,100.67 mp utili,161.000 EUR + TVA,"Bucuresti, Sector 2, zona Decebal "
7US00I415H9," Avans Prima Casa, garsoniera in Berceni Carrefour Grand Arena ",o cameră,33 mp utili,33.500 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
53U00I4ML6R, Apartament 2 camere decomandat  ,2 camere,55 mp utili,55.500 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
86A00G8KGL1," 2 Camere decomandate, UpGround, TVA Inclus ",2 camere,2 cam,140.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
86A00G89HMU, Apartament cu 3 camere spatios ,3 camere,97 mp utili,175.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
53U00HIN9I1, Apartament 2 camere Berceni Metalurgiei Grand Arena ,2 camere,44.37 mp utili,36.800 EUR,"Bucuresti, Sector 4, zona Berceni "
76B00I6B6OH, Metrou - Berceni - Dimitrie Leonida Pret promotional pentru plata CASH ,2 camere,56.5 mp utili,53.500 EUR,"Bucuresti, Sector 4, zona Berceni "
86A00G89T36," 2 Camere decomandate, UpGround, TVA Inclus ",2 camere,80 mp utili,130.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
9EE00I6QK82, 13 Septembrie bloc nou ,2 camere,65 mp utili,93.000 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
65810003OSG, 2 CAMERE UNIVERSITATE ,2 camere,53 mp utili,64.900 EUR,"Bucuresti, Sector 5, zona Kogalniceanu (Ultracentral) "
55I00HECDLQ, NEOFORT 76 APARTAMENTE 3 CAM. NOI BLOC FINALIZAT LA CHEIE DRUMUL TABEREI  ,2 camere,76.92 mp utili,66.151 EUR + TVA,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
53V00HTMOKO," Rahova/ Confort Urban-Ap.2 camere decomandat, 63 mp s.u.!!! ",2 camere,63 mp utili,54.900 EUR,"Bucuresti, Sector 5, zona Rahova "
53U00H2O8UI, Apartament 3 camere Aparatorii Patriei ,3 camere,82 mp utili,71.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8C000HQ4TOJ, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,3 camere,90.15 mp utili,153.500 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
53U00HJ7ITB," Apartamen cu 2 camere, Zona Mall Grand Arena ",2 camere,52 mp utili,43.150 EUR,"Bucuresti, Sector 4, zona Berceni "
658100042QJ, 4 camere deoebit decomandat Iancului OCAZIE ,4 camere,98 mp utili,105.000 EUR,"Bucuresti, Sector 2, zona Iancului "
8KC00HO6DQ1, 2 camere 13 Septembrie ,2 camere,59.98 mp utili,91.000 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
6581000UGMR, Apartament 4 camere Vitan Mall ,4 camere,98 mp utili,115.000 EUR,"Bucuresti, Sector 3, zona Vitan "
6581000UGLA, Apartament 3 camere Traian ,3 camere,57 mp utili,87.000 EUR,"Bucuresti, Sector 2, zona Foisorul de Foc (Ferdinand) "
82I00G3TVOG," Apartamnet 2 camere, cochet, 2 balcoane, Doamna Ghica ",2 camere,37.06 mp utili,49.000 EUR,"Bucuresti, Sector 2, zona Lacul Tei (Tei) "
53V00HNG6JC," Apartament 2 camere decomandat,Rahova str. M-tii Carpati ",2 camere,62 mp utili,54.900 EUR,"Bucuresti, Sector 5, zona Rahova "
53U00HINOK9, Apartament cu 3 camere complet decomandat ,3 camere,101 mp utili,86.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8J510000089," Investitie! 3 camere Cortina, Lux si Rafinament la tine acasa! ",3 camere,120 mp utili,337.000 EUR,"Bucuresti, zona Herastrau "
80U00I4HEMD, APARTAMENT CU 3 CAMERE+MANSARDA LOCUIBILA 40 MP COMPLET MOBILAT/UTILAT!! ,3 camere,70 mp utili,65.500 EUR,"Bucuresti, zona Sud "
55I00HB8ENI, NEOFORT 59 - METROU MIHAI BRAVU 400m - PARCUL TINERETULUI 600m - GARSONIERA ,2 camere,44.1 mp utili,42.000 EUR + TVA,"Bucuresti, Sector 3, zona Splaiul Unirii (Unirii) "
86A00G8HTMI, Apartament spatios 2 camere ,2 camere,80 mp utili,130.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
3KV00HVLNJN," Oferta apartament Sos. Gheorghe Ionescu Sisesti, ATLANTIC CITY - Faza II ",3 camere,104 mp utili,115.500 EUR,"Bucuresti, Sector 1, zona Baneasa "
53V00I341DI," Confort Urban/Rahova-garsoniera decomandata finisata la cheie, 29 mp s.u. ",o cameră,29 mp utili,27.900 EUR,"Bucuresti, Sector 5, zona Rahova "
80100I72R8H," Garsoniera decomandata Theodor Pallady, Titan  ",o cameră,34 mp utili,33.200 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
5P700I0OPBM, Ilioara Apartaments 2 - apartamente 2 camere bloc nou ,2 camere,63 mp utili,78.500 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
658100042CU, Apartament 3 camere BLOC NOU Vitan Mall- Dudesti ,3 camere,96 mp utili,188.000 EUR,"Bucuresti, Sector 3, zona Vitan Mall (Vitan) "
55I00HB8F4Q, NEOFORT 59 PARCUL TINERETULUI 600m APARTAMENT 2 CAMERE DECOMANDAT ,o cameră,36.45 mp utili,48.479 EUR + TVA,"Bucuresti, Sector 3, zona Splaiul Unirii (Unirii) "
53U00GV4HV2, Apartament 2 camere Aparatorii Patriei ,2 camere,54 mp utili,48.900 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
53U00I1NP4D," Apartament 2 camere ""la cheie"", zona linistita - SECTOR 4 ",2 camere,53 mp utili,52.300 EUR,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
80100I60939, Garsoniera decomandata 33 mp Titan-Ozana ,o cameră,31 mp utili,33.200 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8BV00HTU5UM, dezvoltator - BIROU VANZARI - 3 modele noi - FINISAJE LUX  ,2 camere,60 mp utili,97.000 EUR + TVA,"Bucuresti, Sector 3, zona Calea Calarasilor "
A5N00I72QHA," Splaiul Unirii 2 cam incepand cu 72500E, decomandate,caramida,lift,6 min metrou ",2 camere,61 mp utili,82.000 EUR + TVA,"Bucuresti, Sector 3, zona Splaiul Unirii (Unirii) "
5P700I54B35," Eminescu-Dacia, bloc nou ",2 camere,60 mp utili,113.000 EUR + TVA,"Bucuresti, Sector 2, zona Eminescu (Dacia) "
53U00HN912U," Garsoniera spatioasa - Cartierul Latin, Prelungirea Ghencea. ",o cameră,41 mp utili,32.900 EUR,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea) "
6581000426L, Vanzare apartament 3 camere Lacul Tei ,3 camere,55 mp utili,70.000 EUR,"Bucuresti, Sector 2, zona Tei "
55I00HBQBU9, NEOFORT 31- VILE 4 CAMERE- INDIVIDUALE SI DE TIP DUPLEX- PRETURI PROMO ,4 camere,120 mp utili,95.000 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
53U00G2OOQB," Apartament 3 camere, decomandat la doar 50 metri de metrou ! ",3 camere,87 mp utili,77.900 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00I317O9," Garsonieră modernă, lângă metrou Berceni ",o cameră,26.6 mp utili,28.500 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00I1KL7G, Garsoniera - METALURGIEI ,o cameră,34 mp utili,35.500 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
53U00HINF9V, Apartament decomandat doua camere 54.900 euro Mall Grand Arena ,2 camere,58 mp utili,54.900 EUR,"Bucuresti, Sector 4, zona Berceni "
8J51000008B, Apartament 4 camere Cortina Residence mobilat utilat Lux! ,4 camere,176 mp utili,469.000 EUR,"Bucuresti, zona Herastrau "
53U00HH0HDU, Apartament 3 camere Aparatorii Patriei ,3 camere,72 mp utili,68.600 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
80100I4JDTS, Apartament decomandat 12 min Metrou Ozana Titan ,2 camere,49 mp utili,46.850 EUR,"Bucuresti, Sector 3, zona Titan "
76B00HSKG29," Garsoniera, bloc nou, Soseaua Oltenitei ",o cameră,32 mp utili,26.000 EUR,"Bucuresti, Sector 4, zona Berceni "
8C000HT7RDK, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,2 camere,59.65 mp utili,101.500 EUR + TVA,"Bucuresti, Sector 3, zona Calea Calarasilor "
8C000HK2QUG, ROSSA RESIDENCE 3 - 3 camere - finisaje premium - FINALIZAT ,3 camere,86.8 mp utili,87.000 EUR,"Bucuresti, Sector 4, zona Oltenitei (Berceni) "
4JT10000472, homebrokers.ro Vanzare 3 camere bloc nou Fundeni ,3 camere,75 mp utili,84.900 EUR,"Bucuresti, zona Fundeni (Colentina) "
5P700I6QRE9," Dacia-Gradina Icoanei, bloc nou ",2 camere,60 mp utili,113.000 EUR + TVA,"Bucuresti, Sector 2, zona Dacia "
8DU00GOHOP1," 2 camere, 60 mp, Mobilat si Utilat + 1 loc de parcare inclus, Dezvoltator.EU ",2 camere,60 mp utili,45.000 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
4JJ10003QUM, APARTAMENTE FINALIZATE 3 CAMERE CU PARCARE ESTIC PARK ,3 camere,62.43 mp utili,79.500 EUR + TVA,"Bucuresti, Sector 2, zona Iancului "
55I00HDHRHO, NEOFORT 76 APARTAMENTE NOI BLOC FINALIZAT LA CHEIE METROU VALEA IALOMITEI ,2 camere,75.49 mp utili,64.921 EUR + TVA,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
4JJ10003UVO, VANZARE APARTAMENT 3 CAMERE PLUS MANSARDA IN VILA ZONA UNIRII PARC CAROL ,3 camere,135.03 mp utili,158.000 EUR,"Bucuresti, Sector 4, zona Unirii "
53U00I68ST5, Apartament 2 camere Berceni-Grand Arena ,2 camere,55.3 mp utili,55.500 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00HKV6C1, Apartament spatios- etaj intermediar- Metrou Dimitrie Leonida ,2 camere,49 mp utili,42.900 EUR,"Bucuresti, zona Berceni "
86A00G5B6NE," 3 Camere, finisaje exceptionale, Upground TVA INCLUS ",3 camere,96 mp utili,155.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
4JJ10003PU8, PENTHOUSE CU VEDERE SUPERBA LA LAC PROIECT NOU FINALIZAT INTERSECTIA MORARILOR ,3 camere,91.41 mp utili,157.600 EUR,"Bucuresti, Sector 2, zona Iancului "
80100I782VD," Apartament 2 cam/STUDIO,Titan,metrou 1 Decembrie 1918 Anunţ nou ",2 camere,45 mp utili,45.200 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8C000HU0NGF," Dristor Park 2 - La 2 min Kaufland, 5 min metrou/Mall Vitan ",2 camere,65 mp utili,88.000 EUR,"Bucuresti, Sector 3, zona Dristor "
6581000UGOT, Apartament complet mobilat si utilat la pret exceptional ,2 camere,46 mp utili,59.900 EUR,"Bucuresti, Sector 3, zona Liviu Rebreanu (Titan) "
86A00GPGVNG, Duplex impresionant cu vedere catre lac ,4 camere,4 cam,436.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
56500HHLHSN, Apartament 2 camere decomandat Aviatiei ,2 camere,79 mp utili,125.000 EUR,"Bucuresti, Sector 1, zona Aviatiei "
53U00I1VEPD, Apartament superb Metalurgiei Grand Arena ,2 camere,64.6 mp utili,60.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
76B00I6B2Q0, Metrou - Dimitrie Leonida - Berceni - oferta la plata CASH ,o cameră,37 mp utili,35.900 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00HIQA3V, Apartament 3 camere 101mp - Metrou Aparatorii Patriei ,3 camere,101.2 mp utili,86.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
5P700I1CVI5," Terranova Residence - apartamente 2 camere, zona comerciala Auchan Vitan, ",2 camere,52 mp utili,63.900 EUR,"Bucuresti, Sector 3, zona Vitan "
6581000UGOL, Apatament interbelic unicat complet reconditionat ,5 camere,125 mp utili,169.000 EUR,"Bucuresti, Sector 2, zona P-ta Rosetti (Ultracentral) "
53U00I2A3K2, Garsoniera Decomandata stradal - Bulevardul Metalurgiei  ,o cameră,33.53 mp utili,35.500 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
8C000HOBMSC, ROSSA RESIDENCE 4 - Sun Plazza/Vacaresti - 2 camere finisaje premium  ,2 camere,75.66 mp utili,95.000 EUR,"Bucuresti, Sector 4, zona Oltenitei (Berceni) "
8C000HU0ME1," ULTIMUL DIN IMOBIL, Dristor Park 3 - parcare demisol inclusă, 5 min metrou ",3 camere,74.7 mp utili,113.000 EUR,"Bucuresti, Sector 3, zona Dristor "
55I00GV1SH2, Neofort Rezidential 49 Gorjului metrou 2 cam 2 balcon decomandat parcare 2018 ,2 camere,59 mp utili,57.388 EUR + TVA,"Bucuresti, Sector 6, zona Militari "
53U00GM4OL1, Apartament 3 camere la 5 minute de metrou ,3 camere,77 mp utili,65.000 EUR,"Bucuresti, Sector 4, zona Berceni "
3KV00HVL9U8," Apartament Sos. Gheorghe Ionescu Sisesti, ATLANTIC CITY - Faza II ",2 camere,74.6 mp utili,91.035 EUR,"Bucuresti, Sector 1, zona Baneasa "
2F71000FNMU, Tiperarry Residence - Apartament de lux cu 4 camere in Aviatorilor ,4 camere,157 mp utili,400.000 EUR,"Bucuresti, zona Aviatorilor "
53U00HJ7HMF," Aparatment 3 camere, curte proprie, Aparatorii Patriei ",3 camere,80 mp utili,84.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
55I00HO05B5," NEOFORT 70-2 CAM. FUNDENI, 50343 euro+TVA, DIRECT DEZVOLTATOR ",2 camere,53 mp utili,50.343 EUR + TVA,"Bucuresti, Sector 2, zona Colentina "
A4V00I6K2G1," APARTAMENT 2 CAMERE, DOAMNA GHICA, STRADAL, BUCATARIE INCHISA, BIROU VANZARI ",2 camere,54 mp utili,69.000 EUR,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina) "
2G71000DAJ9, Apartament de 3 camere Aviatiei ,3 camere,100 mp utili,209.000 EUR,"Bucuresti, zona Aviatiei "
7US00I412O1," Apartament cu 2 camere, 2 minute de metrou Dimitrie Leonida! ",2 camere,43 mp utili,47.500 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00HN92VR," Oferta Limitata - Apartament 2 Prelungirea Ghencea, Cartierul Latin ",2 camere,63 mp utili,52.900 EUR,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea) "
7US00I4GU69," Berceni 2 camere superb, 62mp, 200 metri metrou! ",2 camere,62 mp utili,53.500 EUR,"Bucuresti, Sector 4, zona Berceni "
55I00HOJ2KL, Neofort 57 - Apartament 2 Camere Predare Luna Aprilie 2018 ,3 camere,103.96 mp utili,151.611 EUR + TVA,"Bucuresti, Sector 2, zona Decebal "
8C000HUGC1N," Pasaj Mihai Bravu, Splaiul Unirii, decomandate, la 2 min metrou ",2 camere,69.86 mp utili,98.000 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
5P700I1CTLQ," Apartament 2 camere,zona comerciala Auchan Vitan, Penny, Lidl. ",2 camere,48 mp utili,62.900 EUR,"Bucuresti, Sector 3, zona Vitan "
8J51000006J, 2 camere cu gradina proprie 30 mp imobil de referinta! ,2 camere,70 mp utili,178.000 EUR,"Bucuresti, zona Herastrau "
65810003Q6Q, 5 CAMERE IN VILA COMPLET RENOVAT ,5 camere,143.46 mp utili,149.900 EUR,"Bucuresti, Sector 2, zona Eminescu (Dacia) "
53V00HNDOA1, Superb apartament 2 camere - complex rezidential sector 5 ,2 camere,64 mp utili,56.900 EUR,"Bucuresti, Sector 5, zona Rahova "
53U00I3HM8M," Berceni - garsoniera 34 mp -Metalurgiei, stradal, rond Metro, Auchan ",o cameră,34 mp utili,35.500 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00I2VKCL, Garsoniera Carrefour Grand Arena  ,o cameră,36 mp utili,30.500 EUR,"Bucuresti, Sector 4, zona Berceni "
4JJ10003PRP, OFERTA 2 CAMERE PANTELIMON INTERSECTIA MORARILOR DIRECT DEZVOLTATOR ,2 camere,52.82 mp utili,62.400 EUR + TVA,"Bucuresti, Sector 2, zona Pantelimon "
86A00G871NB," Apartament cu 3 camere spatios, foarte luminos  ",3 camere,97 mp utili,170.000 EUR,"Bucuresti, Sector 1, zona Barbu Vacarescu (Floreasca) "
658100042D1, 4 camere SUPERB BLOC NOU zona Ferdinand OCAZIE ,4 camere,134 mp utili,147.000 EUR,"Bucuresti, Sector 2, zona Ferdinand "
55I00H7EL8C, NEOFORT 51- bloc nou - DIRECT DEZVOLTATOR - ULTIMELE UNITATI- OFERTA PROMO ,o cameră,29.05 mp utili,40.670 EUR,"Bucuresti, Sector 2, zona Dristor "
53U00I2UPL0," Apartament 2 camere, metrou Aparatorii Patriei ",2 camere,50 mp utili,48.000 EUR,"Bucuresti, Sector 4, zona Berceni "
8C000HT7R1R, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,2 camere,59.65 mp utili,101.500 EUR + TVA,"Bucuresti, Sector 3, zona Muncii "
4JJ10003PRM, OFERTA 2 CAMERE PROIECT NOU FINALIZAT ,2 camere,50.45 mp utili,59.900 EUR + TVA,"Bucuresti, Sector 2, zona Iancului "
8BV00HTUUO8," dezvoltator - BIROU VANZARI - 5 modele noi - FINISAJE LUX - 80 mp, 85 mp, 90 mp ",3 camere,80 mp utili,133.500 EUR + TVA,"Bucuresti, Sector 3, zona Calea Calarasilor "
76B00I6B960, Ansamblu de lux - Berceni - Piata Sudului - Oltenitei  ,o cameră,39.5 mp utili,41.399 EUR,"Bucuresti, Sector 4, zona Berceni "
658100042S8, Garsoniera Vitan ,o cameră,29 mp utili,39.000 EUR,"Bucuresti, Sector 3, zona Vitan "
5P700I2VHJC," 2 camere, bloc nou, Ferdinand, 7 minute de metrou ",2 camere,64 mp utili,101.000 EUR,"Bucuresti, Sector 2, zona Ferdinand "
55I00HBT0RN, NEOFORT 20 Garsoniera Bucataria inchisa DIRECT DEZVOLTATOR 2018 Comision 0% ,o cameră,39.3 mp utili,64.900 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
7M600I739FO," Vanzare apartament 4 camere decomandat, 10 minute metrou Aparatorii Patriei ",4 camere,77 mp utili,77.000 EUR + TVA,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
V0A00H47JR6," Proprietar Ap3 camere de vanzare, Bd. Timisoara, Frigocom, decomandat, 1976 ",3 camere,64 mp utili,62.000 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
4G400I702J1," Laborator, la 5 minute de metrou Dristor, fără îmbunătățiri ",4 camere,89 mp utili,103.000 EUR,"Bucuresti, Sector 3, zona Dristor "
7Q1100001AI," Zona Lidl Uverturii,Bloc Nou,Garsoniera 35mp,decomandata,Bloc Nou ",o cameră,35.39 mp utili,28.300 EUR,"Bucuresti, zona Militari "
7LE00HAQ78L, Apartament cu 3 camere in 21 Residence Politehnica ,3 camere,81.85 mp utili,102.500 EUR + TVA,"Bucuresti, Sector 6, zona Politehnica (Militari) "
V0B00HAO4PU, Apartament 2 camere BLOC NOU - METROU VALEA IALOMITEI - PARC BRANCUSI ,2 camere,54 mp utili,56.500 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
A2I00I6G321, Oferta apartament 3 camere-decomadat-Theodor Pallady ,3 camere,71 mp utili,70.650 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
2G71000FCQ3," Apartament cu 3 dormitoare, in imobil boutique, zona Dorobanti Capitale ",4 camere,119 mp utili,378.000 EUR + TVA,"Bucuresti, zona Capitale (Dorobanti) "
6AT00E01KIM, Oferta Speciala! ,o cameră,80.59 mp utili,85.000 EUR + TVA,"Bucuresti, Sector 2, zona Bucur Obor (Colentina) "
A2I00I56825, Apartament 2 camere Militari - Metrou Pacii ,2 camere,58 mp utili,72.438 EUR,"Bucuresti, Sector 6, zona Militari "
7SI00GARRD0, 3 camere decomandat -2 minute metrou ,3 camere,72 mp utili,82.100 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
9JS10000FC9, Apartament 3 camere - Arcul de Triumf ,3 camere,150 mp utili,365.000 EUR,"Bucuresti, zona Clucerului (Kiseleff) "
76B00I58EBC, Brancoveanu 3 camere Finalizat - Mutare Imediata ,3 camere,78 mp utili,110.000 EUR + TVA,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
78O00I6QH1P, Dristor Penthouse cu terasa proprie de 130 mp Priveliste deosebita ,2 camere,190 mp utili,100.000 EUR,"Bucuresti, Sector 3, zona Dristor "
7SI00GL2564, Bloc Nou- Iuliu Maniu- Langa Metrou- 3 camere decomandat ,3 camere,76 mp utili,96.000 EUR,"Bucuresti, Sector 6, zona Militari "
8M600I6DK6D," Apartament 2 camere Tip Penthousei, Locul de parcare GRATUIT ",2 camere,125 mp utili,79.900 EUR,"Bucuresti, Sector 4, zona Berceni "
76B00I6G3P1, Apartament finalizat! Bloc NOU ,3 camere,84 mp utili,105.000 EUR,"Bucuresti, Sector 2, zona Pache Protopopescu (Ferdinand) "
89A1000001G," 4 CAMERE APROAPE DE PARC SI METROU , ZONA MIHAI BRAVU -Global City Reesidence ",4 camere,4 cam,145.000 EUR,"Bucuresti, zona Mihai Bravu "
8RP00HPQGC5, Apartament 2 Camere Finisat - Titan metrou Trapezului  ,2 camere,50 mp utili,54.500 EUR,"Bucuresti, Sector 3, zona Titan "
44Q100009FV, Apartament 4 camere Calea Dorobantilor ,4 camere,121.73 mp utili,210.000 EUR,"Bucuresti, zona Dorobanti "
78O00I275LA, Apartament mobilat utilat disponibil imediat - 36.000 E ,2 camere,40 mp utili,36.000 EUR,"Bucuresti, Sector 4, zona Berceni "
7SI00FVVR1V, 3 Camere Bloc Nou langa Metrou ***Decomandat-2gr.sanitare*** ,3 camere,76 mp utili,91.500 EUR,"Bucuresti, Sector 6, zona Militari "
