ID,Nume,Nr_Camere,Metri_Patrati,Pret,Localizare
53U00HIQNGA," Metalurgiei Park, stradal, Lidl, imobil nou, parcare ",2 camere,70 mp utili,57.000 EUR,"Bucuresti, Sector 4, zona Berceni "
658100042H8, Apartament 4 camere Turda- Parc Regina Maria ,4 camere,135 mp utili,215.000 EUR,"Bucuresti, Sector 1, zona Turda (1 Mai) "
8BV00I2T291," BIROU VANZARI - 3 blocuri - PARCARE INCLUSA - 75 mp, 80 mp, 85 m,90 mp, 95 mp ",3 camere,75 mp utili,109.000 EUR,"Bucuresti, Sector 3, zona Dristor "
6581000UGLU, 2 camere 3 minute metrou Obor ,2 camere,56 mp utili,98.000 EUR,"Bucuresti, Sector 2, zona Obor (Colentina) "
78O00I6G7UO," Metrou 5 minute, 2 camere Tip Penthouse ",2 camere,95 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Berceni "
5P700HURJ9L," Apartament 2 camere, 280 m fata de metrou Dristor, Dristor Apartaments ",2 camere,49 mp utili,70.700 EUR + TVA,"Bucuresti, Sector 3, zona Dristor "
8C000I32LM7," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",3 camere,90.5 mp utili,127.000 EUR + TVA,"Bucuresti, Sector 3, zona Vitan Mall (Vitan) "
5P700I2FQ1K,"  Bd. Th. Pallady, apartament 63 mp, 2 camere ",2 camere,63 mp utili,63.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
2F71000DINQ," Charles de Gaulle - Apartament 3 camere, etaj 3, ULTRAPOZITIE! ",3 camere,90 mp utili,439.000 EUR + TVA,"Bucuresti, zona Primaverii (Dorobanti) "
92O00I70IQT, 3 camere Grigorescu ,3 camere,89 mp utili,99.900 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
6581000UGJ1, Apartament 3 camere Ion Mihalache ,3 camere,100 mp utili,138.500 EUR,"Bucuresti, Sector 1, zona 1 Mai "
6581000UGKR, Apartament 2 camere renovat Auchan Vitan ,2 camere,56 mp utili,71.900 EUR,"Bucuresti, Sector 3, zona Vitan "
53U00HMUFQ5, Garsoniera bloc nou Metro Berceni ,o cameră,33.7 mp utili,35.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
92O00I17O0V," Zona verde, Dr Taberei, 2 camere, 62 mp, garaj inclus ",2 camere,62 mp utili,56.500 EUR + TVA,"Bucuresti, Sector 6, zona Drumul Taberei "
658100042JB, Garsoniera Matei Basarab-Calea Calarasilor ,o cameră,41 mp utili,66.000 EUR,"Bucuresti, Sector 3, zona Calea Calarasilor "
53U00HVE3H4, Apartament cu 2 camere in apropierea metroului Dimitrie Leonida ,2 camere,42.44 mp utili,44.750 EUR,"Bucuresti, Sector 4, zona Berceni "
5P700I2F5UB," DUPLEX 4 camere Aviatiei, Herastrau 0% comision, Dezvoltator ",4 camere,144 mp utili,174.000 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
8D5100001EN," AP 3 CAM DECOMANDAT + POD, SCARA INTERIOARA, MUTARE IMEDIATA! 0 ",3 camere,110 mp utili,72.500 EUR + TVA,"Bucuresti, zona Colentina "
2F71000DJD1," Primavera Residence, duplex exclusivist in zona Primaverii ",5 camere,175 mp utili,647.500 EUR,"Bucuresti, zona Primaverii (Dorobanti) "
A4V00I6EIFB," APARTAMENT 4 CAMERE, BLOC NOU, BLD. NICOLAE GRIGORESCU, BIROU VANZARI ",4 camere,93 mp utili,118.000 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
2F71000DINO," Charles de Gaulle Duplex 4 camere, cu gradina proprie ULTRAPOZITIE ",4 camere,165 mp utili,579.000 EUR + TVA,"Bucuresti, zona Primaverii (Dorobanti) "
33L100000SF, 3 camere Dristor ,3 camere,70 mp utili,78.000 EUR,"Bucuresti, zona Dristor "
53U00GQJFIM, Apartament decomandat - Aparatorii Patriei ,2 camere,68 mp utili,54.900 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8C000HT7G6S, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,3 camere,88.15 mp utili,150.500 EUR + TVA,"Bucuresti, Sector 3, zona Unirii "
53U00I1T7E5," Apartament cu 2 camere, finisat la cheie, sector 4, zona Metalurgiei ",2 camere,49.26 mp utili,48.000 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00HIT6BE, Apartament 3 camere studio-metrou Dimitrie Leonida ,3 camere,67 mp utili,63.900 EUR,"Bucuresti, Sector 4, zona Berceni "
2F71000DILH, Nagare Penthouse Duplex-Primaverii ,4 camere,4 cam,PretNecomunicat,"Bucuresti, zona Primaverii (Dorobanti) "
53V00HICSAO, Garsoniera finisata ,o cameră,35 mp utili,29.900 EUR,"Bucuresti, Sector 5, zona Rahova "
9UV00I634CI, Apartament 2 camere decomandat Ozana-1 Decembrie 1918 adiacent ,2 camere,50 mp utili,52.100 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
53U00I1T44C, Apartament 3 camere Bld. Metalurgiei - metrou Dimitrie Leonida ,3 camere,63 mp utili,63.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
55I00HSF8FG, Neofort Rezidential 33 - Apartament Decomandat- Zona Marriot ,3 camere,91.8 mp utili,110.160 EUR + TVA,"Bucuresti, Sector 5, zona Unirii "
80100I60KAK," Apartament 3 camere 84mp FINALIZAT, GATA DE MUTARE adiacent Theodor Pallady ",3 camere,84 mp utili,80.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
7US00I40VRV," 200 metri Metrou, Garsoniera cu pozitie excelenta in Berceni ",o cameră,26 mp utili,31.000 EUR,"Bucuresti, Sector 4, zona Berceni "
78O00I77P10," Berceni, Mettrou 5 minute, 2 camere, Mutare Rapida Anunţ nou ",2 camere,50 mp utili,41.000 EUR,"Bucuresti, Sector 4, zona Berceni "
9UV00I4GURL," Apartament 2 camere, decomandat, Theodor Pallady ",2 camere,50 mp utili,52.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
53U00I2A6CB," Apartament 2 camere, decomandat pret promotional! ",2 camere,59.4 mp utili,46.800 EUR,"Bucuresti, Sector 4, zona Berceni "
6581000UGK1, Garsoniera Dristor ,o cameră,19.3 mp utili,29.000 EUR,"Bucuresti, Sector 3, zona Dristor "
8J51000009I," DUPLEX SPATIOS 4 CAMERE, MOBILAT SI UTILAT NOU! ",4 camere,163 mp utili,453.000 EUR,"Bucuresti, zona Herastrau "
8C000HORHC4, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,3 camere,85 mp utili,144.500 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
85O00I6QPJI," Titan-Th.Pallady-1 Decembrie 1918,3 camere,80 mp,ansamblu nou ",3 camere,69.5 mp utili,75.800 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
5P700I4RLHH," Aviatiei, 2 CAMERE, bloc NOU ",2 camere,52 mp utili,80.500 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
53U00I1NUN3," Sector4 Bucuresti, apartament 3 camere decomandat 1 ",3 camere,63 mp utili,72.600 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
5P700I0OOFR, Ilioara Apartaments 2 - studio in bloc nou ,o cameră,45 mp utili,55.800 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
8C000HV1EQQ, ULTIMUL - Dristor Park 1 - DISPONIBIL IMEDIAT - doar cash ,2 camere,58.85 mp utili,82.500 EUR,"Bucuresti, Sector 3, zona Dristor "
65810002E7Q, 4 CAMERE BANEASA LAKE VIEW vedere LAC ,4 camere,167 mp utili,230.000 EUR,"Bucuresti, Sector 1, zona Straulesti (Bucurestii Noi) "
A4V00I6EF1U," APARTAMENT 2 CAMERE LUX,BLD. NICOLE GRIGORESCU, BLOC NOU, RATB,METROU, COMIS 0% ",2 camere,61 mp utili,72.600 EUR + TVA,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
65810003V2S, Vanzare Apartament 4 Camere Mosilor ,4 camere,82 mp utili,132.000 EUR,"Bucuresti, Sector 2, zona Mosilor "
8IM00HOJA5O, Neofort 57 - Apartament 3 Camere Luminos Vedere Panoramica ,3 camere,103.96 mp utili,151.611 EUR + TVA,"Bucuresti, Sector 2, zona Nerva Traian (Unirii) "
7US00I6RAC8," Apartament 3 camere spatios cu Prima Casa, langa metrou Dimitrie Leonida ",3 camere,75 mp utili,69.900 EUR,"Bucuresti, Sector 4, zona Berceni "
A4V00I72NA5," APARTAMENT 3 CAMERE,MOSILOR, BLOC NOU, COMPLET DECOMANDAT, BIROU VANZARI ",3 camere,72 mp utili,129.500 EUR + TVA,"Bucuresti, Sector 2, zona Eminescu (Dacia) "
80100I60AQD," De vanzare cea mai ieftina garsoniera din zona Titan, bloc nou. ",o cameră,31.05 mp utili,31.550 EUR,"Bucuresti, Sector 3, zona Titan "
80100I732PF," Garsorniera Titan,Pallady ",o cameră,33 mp utili,33.200 EUR,"Bucuresti, Sector 3, zona Titan "
80100I60KDS, Vand apartament 3 camere decomandat -Titan-1 Decembrie 1918 ,3 camere,69 mp utili,73.300 EUR,"Bucuresti, Sector 3, zona Titan "
85O00I6TBMF, Pallady 2 camere bloc nou. ,2 camere,46 mp utili,47.000 EUR + TVA,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
9R900I6SAU1, |CORTINA ACADEMY|Comision 0%|Noul proiect al dezvoltatorului Cortina Residence| ,3 camere,90.54 mp utili,196.128 EUR + TVA,"Bucuresti, Sector 6, zona Ultracentral "
53U00I6GMOD, Apartament de vânzare 2 camere ,2 camere,63 mp utili,57.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
A2I00I6G462, Garsoniera 43 mp-decomandata-Prima Casa-Ozana ,o cameră,43.35 mp utili,43.350 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8IM00HOJB8K, Neofort 57 - Apartament 3 Camere Luminos Vedere Panoramica ,3 camere,103.96 mp utili,151.611 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
80100I60FHK," Ap.3 camere,spatios,zona linistita,apropiere metrou,Ozana - Titan - Pallady  ",3 camere,80 mp utili,75.300 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8D5100001EG," SUPER PRET! 2 CAMERE ,NOU,TITAN-1DECEMBRIE,COMISION 0 ",2 camere,50 mp utili,46.800 EUR,"Bucuresti, zona Titan "
7QH00I6DEQQ, Sisesti 5 camere |Oferta Limitata!!! Direct Dezvoltator! ,5 camere,187 mp utili,178.000 EUR + TVA,"Bucuresti, Sector 1, zona Sisesti (Baneasa) "
6581000420B, Apartament 2 camere Floreasca ,2 camere,76 mp utili,135.000 EUR,"Bucuresti, Sector 2, zona Floreasca "
76B00HT1MDK," Apartament 2 camere, bloc nou, etaj, lift, metrou Aparatorii Patriei ",2 camere,40 mp utili,34.900 EUR,"Bucuresti, Sector 4, zona Berceni "
80100I606SP, Apartament 2 camere Nicolae Grigorescu- MUTARE IMEDIATA!!! ,2 camere,57 mp utili,59.850 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
80T00I56B2F, Apartament 2 camere tip studio - Metrou Aparatorii Patriei ,2 camere,44.2 mp utili,36.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
5P700I4MRQ5," super OFERTA 2 camere Crangasi-Constructorilot, bloc nou ",2 camere,60 mp utili,61.800 EUR + TVA,"Bucuresti, Sector 6, zona Crangasi "
8J51000008R," Apartament superb 3 camere Primaverii, pozitie de exceptie! ",3 camere,113 mp utili,535.000 EUR,"Bucuresti, zona Primaverii (Dorobanti) "
3AI10003EC3, Penthouse ultraluxos 160MP Dacia - Mosilor ,3 camere,160 mp utili,239.000 EUR,"Bucuresti, Sector 2, zona Mosilor "
7QV100000D3, Vanzare Apartament 3 Camere Herastrau Aron Cotrus ,3 camere,91 mp utili,249.000 EUR,"Bucuresti, zona Herastrau "
80T00I6QN60, Bloc nou: Splaiul Unirii / 2 camere: 54 mp Decomandat ,2 camere,54 mp utili,72.500 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
80100I6846E," De vanzare apartament 3 camere, bloc nou, et. 4/5, zona Pallady ",3 camere,66.55 mp utili,70.650 EUR,"Bucuresti, Sector 3, zona Titan "
83400I53GHQ, BATISTEI ROSETTI IDEAL INVESTITIE! ,4 camere,115 mp utili,155.000 EUR,"Bucuresti, Sector 2, zona Batistei (Ultracentral) "
A4V00I6EAA6," APARTAMENT 2 CAMERE SPATIOS, BLOC NOU, TITAN, RATB ",2 camere,61 mp utili,76.500 EUR,"Bucuresti, Sector 3, zona Titan "
8J51000008A, Penthouse smarthome mobilat si utilat lux! 330 mp terasa! Vedere panoramica! ,4 camere,290 mp utili,1.379.000 EUR,"Bucuresti, zona Herastrau "
80T00I4HE6R, Apartament 3 camere / 2 bai - Metrou Berceni (200metri) ,3 camere,70.52 mp utili,56.900 EUR,"Bucuresti, Sector 4, zona Berceni "
6581000UGLC, Vanzare Apartament 2 Camere Iancului ,2 camere,51 mp utili,82.000 EUR,"Bucuresti, Sector 2, zona Iancului "
53V00HNG72I," Garsoniera decomandata,bloc nou,Prelungirea Ghencea ",o cameră,40 mp utili,32.900 EUR,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea) "
A4V00I73A71," 3 CAMERE MOSILOR, DECOMANDAT, BLOC NOU, BUCATARIE INCHISA ",3 camere,72 mp utili,129.500 EUR + TVA,"Bucuresti, Sector 2, zona Obor (Colentina) "
53V00HICRVI,"  Confort Urban-Ap.2 camere, 57 mp, la doar 4 km de Piata Unirii! ",2 camere,57 mp utili,49.400 EUR,"Bucuresti, Sector 5, zona Rahova "
53U00H358BA, Apartament 3 camere- spatios -acces direct Metrou Aparatorii Patriei ,3 camere,101 mp utili,85.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
6581000UGO5, Apartament 3 camere Vitan Mall ,3 camere,73 mp utili,105.000 EUR,"Bucuresti, Sector 3, zona Vitan Mall (Vitan) "
80100I60NDC," Vand apartament 2 camere, etaj 1/5, bloc nou, zona Pallady. ",2 camere,43.15 mp utili,46.500 EUR,"Bucuresti, Sector 3, zona Titan "
7QV100000CU, Vanzare Penthouse 5 Camere One Herastrau Plaza ,5 camere,299.7 mp utili,1.500.000 EUR + TVA,"Bucuresti, zona Herastrau "
5P700HUJ91R," Global City Residence- apartament 2 camere, bloc nou metrou Mihai Bravu ",2 camere,55 mp utili,79.800 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
80100I609KJ, Pallady ap 2 camere ,2 camere,49 mp utili,46.500 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8IM00HOJA58, Neofort 57 - Apartament 2 Camere Luminos Vedere Panoramica ,3 camere,100.4 mp utili,148.523 EUR + TVA,"Bucuresti, Sector 2, zona Nerva Traian (Unirii) "
658100042GA, Apartament 3 camere spatios - Atlantis One Residence ,3 camere,94 mp utili,110.000 EUR,"Bucuresti, Sector 2, zona Pantelimon "
80100I781FN," STUDIO/ Ap 2 cam, bloc NOU, metrou 1 Decembrie 1918 Anunţ nou ",2 camere,47 mp utili,47.200 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
658100042EP, 3 camere - Pipera ,3 camere,116 mp utili,165.000 EUR,"Bucuresti, Sector 1, zona Pipera "
9FS00I72ME0, 2 Camere | Valea Doftanei Residence ,2 camere,59.8 mp utili,57.400 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
53U00I473D9, Apartament 2 camere decomandat acces direct la statia de metrou Dim Leonida ,2 camere,56 mp utili,49.900 EUR,"Bucuresti, Sector 4, zona Berceni "
76B00HSOUBC," Apartament 2 camere, decomandat, bloc nou, finisaje lux, Sector 4 ",2 camere,61 mp utili,48.700 EUR + TVA,"Bucuresti, Sector 4, zona Berceni "
55I00HB8CC1, NEOFORT 59 - METROU MIHAI BRAVU 400m - PARCUL TINERETULUI 600m - GARSONIERA ,2 camere,56.35 mp utili,66.444 EUR + TVA,"Bucuresti, Sector 3, zona Tineretului "
80100I445QU," Garsoniera Ozana Titan, Dezvoltator ",o cameră,40 mp utili,40.350 EUR,"Bucuresti, Sector 3, zona Titan "
53U00I2FHFO," Apartament 2 camere , decomandat , 300 m Aparatorii Patriei Metrou  ",2 camere,69.7 mp utili,57.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
53U00FPQ3TF," Apartament 2 camere ,decomandat , spatios Bd. Metalurgiei ",2 camere,69 mp utili,54.900 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
7QH00I6C3D6, 3 Camere Nord City - Oferta Unica - Ultimul Apartament ! ,3 camere,79 mp utili,97.800 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
5P700I25GO6," 2 camere, bloc nou, FINALIZARE IUNIE 2018 ",2 camere,55 mp utili,51.500 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
7QH00I68U4S," Apartament 3 camere, decomandat, ultima unitate, etaj 1, Porsche Pipera ",3 camere,78 mp utili,97.800 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
80T00I6RHRE, Apartament 2 camere decomandat - mobilat / utilat ,2 camere,41 mp utili,47.500 EUR,"Bucuresti, Sector 4, zona Oltenitei (Berceni) "
8IM00HOJB7R, Neofort 57 - Apartament Cu Terasa Insorita Design Deosebit ,3 camere,110.35 mp utili,143.276 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
85O00I6QVME, Titan garsoniera in Complex High Class Rezidential ,o cameră,31 mp utili,33.200 EUR,"Bucuresti, Sector 3, zona Titan "
4U500I6TFJ9, Baneasa 5 camere |Oferta Limitata!!! ,5 camere,187.1 mp utili,178.000 EUR,"Bucuresti, Sector 1, zona Sisesti (Baneasa) "
9R900I6SB5A, |CORTINA ACADEMY|Noul proiect al dezvoltatorului Cortina Residence|Comision 0%| ,3 camere,98.88 mp utili,211.824 EUR + TVA,"Bucuresti, Sector 6, zona Ultracentral "
80100I6093A, Apartament 2 camere zona Theodor Pallady 50mp ,2 camere,50 mp utili,46.850 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
80100I614A3, Apartament 2 camere decomandat Titan-Ozana ,2 camere,47 mp utili,46.500 EUR,"Bucuresti, Sector 3, zona Ozana (Titan) "
80T00I56CNI, Apartament 2 camere decomandat - Metrou Aparatorii Patriei ,2 camere,49.9 mp utili,46.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8D5100001EJ, RECOMANDARE! 2 CAM DECOMANDAT 65 MP UTILI! LIVING DE 21 MP! COMISION 0%! ,2 camere,65 mp utili,58.500 EUR + TVA,"Bucuresti, zona Colentina "
8C000HT7F23, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,3 camere,79.85 mp utili,136.000 EUR + TVA,"Bucuresti, Sector 3, zona Calea Calarasilor "
53U00I24H8P, Apartament decomandat-2 camera-METALURGIEI ,2 camere,51 mp utili,53.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
8D5100001EM," 3 CAM DECOMANDAT, 2 BAI, CADASTRU, INTABULARE, MUTARE IMEDIATA! ",3 camere,74 mp utili,68.600 EUR + TVA,"Bucuresti, zona Colentina "
9FS00HEPKQB, 2 Camere | Valea Doftanei Residence ,2 camere,54.6 mp utili,59.726 EUR,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
80T00I6QMQT, Apartament 2 camere (tip studio) - Bld. Metalurgiei / Monaco Towers ,2 camere,51.3 mp utili,51.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
80T00I56D8M, Apartament 2 camere decomandat - Metalurgiei / Dr. Jilavei ,2 camere,49.9 mp utili,46.500 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
53U00GQJFDE, Apartament 2 camere bloc nou - Aparatorii Patriei ,2 camere,59.66 mp utili,54.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
4U500I2QBE0, Apartament 2 camere Baneasa - Apicultori ,2 camere,76 mp utili,97.000 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
76B00I6VR69," Apartament in vila, 2 camere, NOU, dezvoltator ",2 camere,55 mp utili,54.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
8D5100001EP," IDEAL FAMILII! 3 CAMERE DECOMANDAT, 2 BAI, 2 BALCOANE, DIRECT DEZVOLTATOR! ",3 camere,82 mp utili,74.200 EUR + TVA,"Bucuresti, zona Colentina "
9EE00I77M6T, Dristor Migai Bravu Kaufland. Anunţ nou ,4 camere,89 mp utili,107.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
80100I60E41," Apartament 2 camere,zona linistita,aproape metrou,Ozana-Pallady-Titan ",2 camere,52 mp utili,48.700 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
7QH00I6HACG,  2 Camere |Mutare Imediata |Pipera 5 Min Metrou Aurel Vlaicu |Profita Acum! ,2 camere,65 mp utili,79.000 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
80100I786EN," Bloc NOU, GARSONIERA,33 mp ,Titan Anunţ nou ",o cameră,33 mp utili,33.200 EUR,"Bucuresti, Sector 3, zona Titan "
6581000UGLR, Apartament 2 camere Obor ,2 camere,57 mp utili,62.000 EUR,"Bucuresti, Sector 2, zona Obor (Colentina) "
8D510000199, CEL MAI MARE APAFRTAMENT DE 2 CAMERE 74 MP! ULTIMA UNITATE! FONDURI PRIMA CASA! ,2 camere,74 mp utili,55.765 EUR + TVA,"Bucuresti, zona Colentina "
5P700I72LP2, Ilioara Apartaments 2 - apartamente 2 camere bloc nou ,2 camere,55 mp utili,70.500 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
80100I6QKL3," Vanzare apartament 2 camere Titan,Theodor Pallady ",2 camere,53 mp utili,49.550 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
5P700I1CV2M," Terranova Residence - apartamente 2 camere ,zona comerciala Auchan Vitan ",2 camere,69 mp utili,75.900 EUR,"Bucuresti, Sector 3, zona Vitan "
2F71000FR64, Fillmore Suit ,3 camere,118 mp utili,290.000 EUR,"Bucuresti, zona Barbu Vacarescu (Floreasca) "
8IM00HOJB89, Neofort 57 - Apartament 3 Camere Luminos Bloc Nou 2017 ,3 camere,103.96 mp utili,151.611 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
53V00I34JHE," Rahova/Confort Urban-ap. 3 cam. nedecomandat finisat la cheie, 74 mp s.u. ",3 camere,74 mp utili,65.900 EUR,"Bucuresti, Sector 5, zona Rahova "
8D5100001EI," 2 CAM NOU, SPATIOS, DORMITOR 16 M, VEDERE LIBERA, SPATII VERZI! DE VIZIONAT! ",2 camere,60 mp utili,52.000 EUR + TVA,"Bucuresti, zona Colentina "
5P700HVO85E," Apartament 4 camere, 3 min metrou 1 Decembrie, Theodor Pallady, proiect nou ",4 camere,108 mp utili,130.000 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
4HA109CUP19, Vanzare Garsoniera 13 Septembrie ,o cameră,38 mp utili,44.500 EUR,"Bucuresti, Sector 5, zona 13 Septembrie "
76B00I70T18, Apartament 2 camere MUTARE RAPIDA Soseaua Oltenitei ,2 camere,61.54 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Oltenitei (Berceni) "
8IM00HOJA5H, Neofort 57 - Apartament 3 Camere Luminos Vedere Panoramica Bloc Nou ,3 camere,110.35 mp utili,143.276 EUR + TVA,"Bucuresti, Sector 2, zona Nerva Traian (Unirii) "
53U00I2V4K7," Apartament 2 camere, decomandat, Grand Arena, Hornbach ",2 camere,51 mp utili,43.150 EUR,"Bucuresti, Sector 4, zona Berceni "
76B00I6RFF6, Piata Iancului | Penthouse | Vedere Libera si Luminos ,2 camere,66 mp utili,90.000 EUR + TVA,"Bucuresti, Sector 2, zona Pache Protopopescu (Ferdinand) "
7QV100000CT, Comision 0% Penthouse Prestigios 5 Camere Vedere Lac Herastrau ,5 camere,239.19 mp utili,630.000 EUR + TVA,"Bucuresti, zona Herastrau "
53U00HJF5N5, 3 Camere decomandat ,3 camere,101 mp utili,86.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
91T00I1QO3M, Apartamentul #1 | cochet cu curte si terasa | Mihai Bravu Boutique Apartments ,3 camere,53.3 mp utili,105.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
9LG00I7556T," 2 camere - 52.40 mp, loc de parcare bonus,15 min de metrou  ",2 camere,52.4 mp utili,52.400 EUR,"Bucuresti, Sector 3, zona Ozana (Titan) "
8J5100000B8, 4 camere 160 mp utili| Vedere libera Parc| Terasa spatioasa| ,4 camere,160 mp utili,470.000 EUR,"Bucuresti, zona Herastrau "
53U00GA950F, Apartament 2 camere-semidecomandat -acces direct Metrou Aparatorii Patriei ,2 camere,46 mp utili,44.750 EUR,"Bucuresti, Sector 4, zona Berceni "
8IM00HOJA5S, Neofort 57 - Apartament 2 Camere Bloc Nou Arhitectura Deosebita ,2 camere,54.8 mp utili,99.565 EUR + TVA,"Bucuresti, Sector 2, zona Nerva Traian (Unirii) "
83400HVTOIA," OFERTA LIMITATA! DRISTOR, MC.DONALD""S (PARCARE+BUCATARIE MOBILATA INCLUSE) ",3 camere,83.43 mp utili,127.500 EUR,"Bucuresti, Sector 3, zona Dristor "
7QV100000D2, Vanzare Triplex/Penthouse Herastrau Vedere Libera ,5 camere,252 mp utili,458.000 EUR,"Bucuresti, zona Herastrau "
5P700I2F9BO," 2 camere spatioase, luminoase, Decebal, Alba Iulia ",2 camere,57 mp utili,97.000 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
80100I733T6," De vanzare apartament decomandat 2 camere, bloc nou, zona Pallady ",2 camere,49.36 mp utili,46.900 EUR,"Bucuresti, Sector 3, zona Titan "
8IM00HOJB7F, Neofort 57 - Apartament 2 Camere Luminos Vedere Panoramica ,3 camere,100.4 mp utili,148.523 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
5P700HUTP0S," Global City Residence - apartament 3 camere in bloc nou, metrou Mihai Bravu ",3 camere,83 mp utili,120.500 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
A2I00I56F6N, Apartament 2 camere Metrou Pacii - Militari ,2 camere,62 mp utili,77.875 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
94J00I43VNR," Apartament 2 camere , Decomandat , bloc nou , finisaje premium  ",2 camere,48.65 mp utili,55.900 EUR,"Bucuresti, Sector 4, zona Berceni "
7QH00I6H01C, 2 Camere Theodor Pallady- Comision 0- Direct Dezvoltator!! OFERTA UNICA!! ,2 camere,38 mp utili,42.275 EUR + TVA,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
53U00GAUI9N, Apartament 3 camere- acces direct Metrou Aparatorii Patriei- Univ Spiru Haret ,3 camere,80 mp utili,71.000 EUR,"Bucuresti, Sector 4, zona Berceni "
80T00I56PEH, Apartament 2 camere decomandat - Bld. Metalurgiei ,2 camere,2 cam,55.000 EUR,"Bucuresti, Sector 4, zona Berceni "
80100I72QRT, 2 camere comision 0% 10 minute de metrou 1 Decembrie ,2 camere,51 mp utili,50.100 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
65810004093, 3 cam Bld Unirii-Mall Vitan ,3 camere,60 mp utili,72.900 EUR,"Bucuresti, Sector 3, zona Unirii "
